SalePrice,MSZoning,LotArea,Utilities,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,HeatingQC,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageArea,GarageQual,GarageCond,PoolArea,PoolQC,Fence,MiscFeature,MiscVal
236500,RL,5389,AllPub,Norm,Norm,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,1595,GasA,Ex,1616,2,1,Gd,5,1,TA,608,TA,TA,0,,,,0
187500,RL,9590,AllPub,Norm,Norm,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,868,GasA,Ex,1146,3,1,Gd,6,1,Gd,438,TA,TA,0,,,,0
222500,RL,11404,AllPub,Norm,Norm,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1153,GasA,Ex,2031,3,1,Gd,8,1,TA,541,TA,TA,0,,,,0
131400,RL,10000,AllPub,Feedr,Norm,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,864,GasA,Ex,1144,3,1,TA,6,1,TA,264,TA,TA,0,,GdWo,Shed,400
108000,RL,8978,AllPub,Norm,Norm,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,TA,TA,948,GasA,TA,948,3,1,TA,6,0,,300,TA,TA,0,,,,0
163000,RM,10800,AllPub,Norm,Norm,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,880,GasW,Fa,1768,2,1,TA,6,2,TA,320,TA,TA,0,,,,0
93500,RL,8544,AllPub,Norm,Norm,3,4,1950,1950,Gable,CompShg,Stucco,Stone,TA,TA,CBlock,,,0,GasA,Gd,1040,2,2,TA,6,0,,400,TA,TA,0,,,,0
239900,RL,10463,AllPub,Norm,Norm,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,893,GasA,Ex,1801,3,1,Gd,8,1,Gd,800,TA,TA,0,,,,0
179000,RL,10800,AllPub,Norm,Norm,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,Gd,1200,GasA,TA,1200,3,1,TA,5,0,,0,,,0,,,,0
190000,RL,9313,AllPub,Norm,Norm,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,864,GasA,Ex,1728,3,1,Gd,7,0,,572,TA,TA,0,,,,0
132000,RM,9600,AllPub,Norm,Norm,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,TA,Gd,BrkTil,Fa,Fa,264,GasA,Ex,1432,2,1,TA,7,0,,360,TA,Gd,0,,GdPrv,,0
142000,RL,6768,AllPub,Feedr,Norm,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,TA,TA,912,GasA,Gd,912,3,1,Gd,5,0,,288,TA,TA,0,,GdPrv,,0
179000,RL,8450,AllPub,Norm,Norm,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,1349,GasA,Ex,1349,3,1,TA,6,0,,539,TA,TA,0,,GdPrv,,0
175000,RL,12886,AllPub,Norm,Norm,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,520,GasA,Ex,1464,3,1,TA,6,1,TA,480,TA,TA,0,,,,0
180000,RL,5395,AllPub,Norm,Norm,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,1337,GasA,Gd,1337,2,1,Gd,5,1,TA,462,TA,TA,0,,,,0
299800,RL,8963,AllPub,Norm,Norm,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,Ex,Gd,CBlock,TA,Gd,1142,GasA,Ex,2715,4,1,Gd,11,2,TA,831,TA,TA,0,,,,0
236000,RL,8795,AllPub,Norm,Norm,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,952,GasA,Ex,2256,4,1,Gd,8,1,TA,554,TA,TA,0,,,,0
265979,RM,11700,AllPub,Norm,Norm,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,Gd,TA,Stone,TA,Fa,1240,GasW,TA,2640,4,1,Gd,8,1,Gd,864,TA,TA,0,,,,0
260400,RL,10593,AllPub,Norm,Norm,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1720,GasA,Ex,1720,3,1,Gd,7,1,TA,527,TA,TA,0,,,,0
98000,RL,8405,AllPub,Norm,Norm,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,Slab,,,0,Wall,TA,1529,4,1,TA,9,0,,240,TA,TA,0,,,,0
96500,RM,8800,AllPub,Norm,Norm,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Fa,576,GasA,Gd,1140,3,1,TA,7,0,,0,,,0,,,,0
162000,RL,7750,AllPub,RRAn,Norm,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,660,GasA,Ex,1320,3,1,Gd,6,0,,400,TA,TA,0,,,,0
217000,RL,9236,AllPub,Norm,Norm,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,Gd,TA,1479,GasA,Ex,1494,3,1,Gd,6,0,,576,TA,TA,0,,,,0
275500,RL,10240,AllPub,Norm,Norm,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1030,GasA,Gd,2098,3,1,Ex,8,1,Gd,878,TA,TA,0,,,,0
156000,RL,7930,AllPub,Norm,Norm,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,1026,GasA,Gd,1026,3,1,Gd,5,0,,440,TA,TA,0,,,,0
172500,FV,3230,AllPub,Norm,Norm,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,729,GasA,Gd,1471,3,1,TA,6,0,,440,TA,TA,0,,,,0
212000,RL,10769,AllPub,Norm,Norm,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,866,GasA,Ex,1768,3,1,Gd,7,0,,578,TA,TA,0,,,,0
158900,RL,11616,AllPub,Norm,Norm,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,672,GasA,TA,1386,3,1,TA,6,1,TA,440,TA,TA,0,,GdPrv,,0
179400,FV,2280,AllPub,Norm,Norm,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,744,GasA,Gd,1501,3,1,TA,6,0,,440,TA,TA,0,,,,0
290000,RL,12257,AllPub,Norm,Norm,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1318,GasA,Ex,2531,4,1,Gd,9,1,TA,752,TA,TA,0,,,,0
127500,RL,9100,AllPub,Norm,Norm,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,864,GasA,Ex,864,2,1,TA,5,0,,300,Ex,Ex,0,,,Shed,450
100000,RM,6911,AllPub,Feedr,Norm,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,1145,GasA,TA,1301,2,1,Fa,5,0,,440,TA,TA,0,,,,0
215200,FV,8640,AllPub,Norm,Norm,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,756,GasA,Ex,1547,3,1,Gd,7,0,,614,TA,TA,0,,,,0
337000,RL,9430,AllPub,Norm,Norm,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1252,GasA,Ex,2365,3,1,Gd,8,1,Gd,856,TA,TA,0,,,,0
270000,RL,9549,AllPub,Norm,Norm,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,Gd,Gd,PConc,Gd,Gd,1494,GasA,Ex,1494,2,1,Ex,6,1,Gd,481,TA,TA,0,,,,0
264132,RL,14587,AllPub,Norm,Norm,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1498,GasA,Ex,1506,2,1,Ex,6,1,Gd,592,TA,TA,0,,,,0
196500,RL,10421,AllPub,Norm,Norm,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,980,GasA,TA,1714,3,1,TA,7,1,TA,496,TA,TA,0,,MnPrv,Shed,500
160000,RL,12508,AllPub,Norm,Norm,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,Gd,TA,983,GasA,Ex,1750,4,1,TA,7,0,,423,TA,TA,0,,,Shed,1300
216837,RL,9100,AllPub,Norm,Norm,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1860,GasA,Ex,1836,3,1,Gd,8,1,Gd,484,TA,TA,0,,,,0
538000,RL,53504,AllPub,Norm,Norm,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,Ex,TA,PConc,Gd,TA,1650,GasA,Ex,3279,4,1,Ex,12,1,Gd,841,TA,TA,0,,,,0
134900,RL,7252,AllPub,Norm,Norm,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,Gd,TA,858,GasA,TA,858,2,1,TA,5,0,,576,TA,TA,0,,,,0
102000,RL,8877,AllPub,Norm,Norm,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,Fa,Fa,836,GasA,TA,1220,2,1,TA,6,0,,396,TA,TA,0,,,,0
107000,RL,7819,AllPub,Norm,Norm,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,1029,GasA,TA,1117,3,1,TA,6,1,TA,672,TA,TA,0,,MnPrv,,0
114500,RL,10150,AllPub,Feedr,Norm,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,912,GasA,Ex,912,2,1,TA,5,0,,275,TA,TA,0,,,,0
395000,RL,14226,AllPub,Norm,Norm,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1935,GasA,Gd,1973,3,1,Gd,9,1,Gd,895,TA,TA,0,,,,0
162000,RM,4500,AllPub,Norm,Norm,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,1204,GasA,Ex,1204,2,1,TA,5,0,,412,TA,TA,0,,,,0
221500,RL,11210,AllPub,Norm,Norm,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1614,GasA,Ex,1614,3,1,Gd,7,0,,865,TA,TA,0,,,,0
142500,RL,13350,AllPub,Norm,Norm,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,864,GasA,TA,894,3,1,TA,5,1,Fa,440,TA,TA,0,,MnPrv,,0
144000,RH,8400,AllPub,Feedr,Norm,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,,,0,GasA,TA,2020,4,2,TA,10,2,TA,630,TA,TA,0,,,,0
135000,RL,10530,AllPub,Norm,Norm,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,TA,TA,CBlock,Gd,TA,975,GasA,TA,1004,2,1,TA,4,0,,504,TA,TA,0,,,,0
176000,RL,7875,AllPub,Norm,Norm,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,Gd,1237,GasA,Gd,1253,3,1,TA,6,1,TA,402,TA,TA,0,,,,0
175900,RL,7153,AllPub,Norm,Norm,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,Gd,TA,761,GasA,Ex,1603,3,1,Gd,7,0,,484,TA,TA,0,,,,0
187100,RL,16285,AllPub,Norm,Norm,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1413,GasA,Ex,1430,3,1,Gd,6,0,,605,TA,TA,0,,,,0
165500,RL,9101,AllPub,Norm,Norm,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,TA,Gd,PConc,Gd,TA,1097,GasA,Ex,1110,1,1,Gd,4,1,TA,602,TA,TA,0,,,,0
128000,RM,6300,AllPub,Norm,Norm,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,TA,TA,742,GasA,Ex,1484,3,1,TA,9,1,Gd,0,,,0,,,,0
161500,RL,9790,AllPub,Feedr,Norm,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,TA,TA,1372,GasA,TA,1342,3,1,TA,7,1,Gd,457,TA,TA,0,,,,0
139000,RM,10800,AllPub,Artery,Norm,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,Fa,TA,686,GasA,TA,1652,4,1,TA,7,0,,416,TA,TA,0,,,Shed,1200
233000,RL,10142,AllPub,Norm,Norm,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,956,GasA,Ex,2084,4,1,Gd,8,0,,618,TA,TA,0,,,,0
107900,RM,6000,AllPub,Norm,Norm,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,901,GasA,Ex,901,2,1,TA,4,0,,281,Fa,TA,0,,,,0
187500,RL,12205,AllPub,Norm,Norm,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,Fa,832,GasA,Gd,2087,5,1,Gd,9,0,,444,TA,TA,0,,,,0
160200,RL,3182,AllPub,Norm,Norm,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1145,GasA,Ex,1145,2,1,Gd,5,1,Gd,397,TA,TA,0,,,,0
146800,RL,11333,AllPub,Norm,Norm,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,1029,GasA,TA,1062,3,1,TA,5,2,TA,539,TA,TA,0,,,,0
269790,RL,9920,AllPub,Norm,Norm,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,1117,GasA,Ex,2013,3,1,TA,8,1,TA,455,TA,TA,0,,,,0
225000,RL,9158,AllPub,Norm,Norm,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,1496,GasA,Ex,1496,3,1,Gd,7,0,,474,TA,TA,0,,,,0
194500,RL,10832,AllPub,Norm,Norm,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,712,GasA,Ex,1895,3,1,Gd,7,1,TA,409,TA,TA,0,,,Shed,500
171000,RL,8400,AllPub,Norm,Norm,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,650,GasA,TA,1564,3,1,TA,7,1,TA,476,TA,TA,0,,MnPrv,,0
143500,RL,8197,AllPub,Norm,Norm,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,660,GasA,Ex,1285,3,1,TA,7,1,TA,528,TA,TA,0,,MnPrv,,0
110000,RL,7677,AllPub,Norm,Norm,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,773,GasA,Gd,773,2,1,TA,4,0,,240,TA,TA,0,,,,0
485000,RL,13518,AllPub,Norm,Norm,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,1926,GasA,Ex,3140,4,1,Ex,11,2,Gd,820,TA,TA,0,,,,0
175000,RL,7200,AllPub,Feedr,Norm,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,731,GasA,Ex,1768,3,1,Gd,7,2,TA,240,TA,TA,0,,MnPrv,,0
200000,RL,12798,AllPub,Feedr,Norm,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,616,GasA,Gd,1688,4,1,Gd,8,0,,603,TA,TA,0,,,Shed,400
109900,RM,4800,AllPub,Norm,Norm,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,1196,GasA,Ex,1196,2,1,TA,5,0,,440,TA,TA,0,,,,0
189000,RL,8199,AllPub,Norm,Norm,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,Gd,TA,PConc,Gd,TA,728,GasA,Ex,1456,3,1,Gd,7,1,Gd,410,TA,TA,0,,,,0
582933,RL,13891,AllPub,Norm,Norm,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,1734,GasA,Ex,2822,4,1,Ex,12,1,Gd,1020,TA,TA,0,,,,0
118000,RL,9000,AllPub,Norm,Norm,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,936,GasA,TA,1128,2,1,TA,5,0,,286,TA,TA,0,,GdWo,,0
227680,RL,12274,AllPub,Norm,Norm,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1417,GasA,Ex,1428,3,1,Ex,6,0,,554,TA,TA,0,,,,0
135500,RL,9750,AllPub,Norm,Norm,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,TA,TA,980,GasA,Gd,980,3,1,TA,6,0,,384,TA,TA,0,,,,0
223500,RL,21384,AllPub,Norm,Norm,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,1324,GasA,Ex,1576,3,1,Gd,6,1,TA,528,TA,TA,0,,,,0
159950,RL,13400,AllPub,Norm,Norm,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,1024,GasA,TA,1086,3,1,TA,6,1,Gd,484,TA,TA,0,,GdWo,,0
106000,RM,8100,AllPub,Norm,Norm,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,TA,TA,PConc,TA,TA,849,GasA,TA,2138,2,3,TA,11,0,,360,Fa,Po,0,,MnPrv,,0
181000,RL,10140,AllPub,Norm,Norm,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,1040,GasA,Fa,1309,3,1,Gd,5,1,Fa,484,TA,TA,648,Fa,GdPrv,,0
144500,RM,4438,AllPub,Norm,Norm,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,848,GasA,Ex,848,1,1,Gd,4,1,Gd,420,TA,TA,0,,,,0
55993,C (all),8712,AllPub,Norm,Norm,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,TA,CBlock,TA,TA,540,GasA,TA,1044,2,1,Fa,4,0,,504,TA,TA,0,,,Shed,54
157900,RL,9750,AllPub,Norm,Norm,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,1442,GasA,Gd,1442,4,1,TA,7,0,,301,TA,TA,0,,,Shed,500
116000,RL,8248,AllPub,Norm,Norm,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,TA,TA,BrkTil,TA,TA,686,GasW,Gd,1250,3,1,Fa,7,0,,280,TA,TA,0,,,,0
224900,RL,12137,AllPub,Norm,Norm,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,1649,GasA,Ex,1661,3,1,Gd,6,0,,598,TA,TA,0,,,,0
137000,RL,11425,AllPub,Norm,Norm,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,1008,GasA,Gd,1008,2,1,TA,4,1,Gd,275,TA,TA,0,,,,0
271000,RL,13265,AllPub,Norm,Norm,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,1568,GasA,Ex,1689,3,1,Gd,7,2,Gd,857,TA,TA,0,,,,0
155000,RL,8816,AllPub,Norm,Norm,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,1010,GasA,Gd,1052,3,1,TA,6,0,,440,TA,TA,0,,MnPrv,,0
224000,RL,6371,AllPub,Norm,Norm,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1358,GasA,Ex,1358,2,1,Gd,6,1,Gd,484,TA,TA,0,,,,0
183000,RL,7226,AllPub,Norm,Norm,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,798,GasA,Ex,1640,3,1,Gd,6,0,,595,TA,TA,0,,,,0
93000,RM,6000,AllPub,Norm,Norm,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,Fa,TA,CBlock,Fa,TA,936,GasA,TA,936,2,1,TA,4,0,,576,TA,TA,0,,,,0
225000,RL,12394,AllPub,Norm,Norm,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,847,GasA,Ex,1733,3,1,Gd,7,1,Gd,433,TA,TA,0,,,,0
139500,RL,9900,AllPub,Norm,Norm,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,778,GasA,TA,1489,3,1,TA,7,1,Gd,240,TA,TA,0,,GdWo,,0
232600,FV,11216,AllPub,Norm,Norm,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,1489,GasA,Ex,1489,3,1,Gd,7,1,Gd,776,TA,TA,0,,,,0
385000,RL,14803,AllPub,PosN,PosN,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,2078,GasA,Ex,2084,2,1,Ex,7,1,Gd,1220,TA,TA,0,,,,0
109500,RM,6130,AllPub,Norm,Norm,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,784,GasA,Gd,784,2,1,Gd,5,0,,0,,,0,,,,0
189000,RL,8529,AllPub,Norm,Norm,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,1454,GasA,Ex,1434,3,1,Gd,6,1,TA,527,TA,TA,0,,,,0
185000,RL,28698,AllPub,Norm,Norm,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,TA,TA,PConc,TA,Gd,1013,GasA,TA,2126,3,1,TA,7,0,,538,TA,TA,0,,,,0
147400,FV,2544,AllPub,Norm,Norm,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,600,GasA,Ex,1223,2,1,Gd,4,0,,480,TA,TA,0,,,,0
166000,RL,11900,AllPub,Norm,Norm,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,1392,GasA,TA,1392,3,1,TA,6,2,Gd,458,TA,TA,0,,,,0
151000,FV,3180,AllPub,Norm,Norm,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,600,GasA,Ex,1200,2,1,Gd,4,0,,480,TA,TA,0,,,,0
237000,RL,9548,AllPub,Norm,Norm,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,941,GasA,Ex,1829,3,1,Gd,7,1,TA,613,TA,TA,0,,,,0
167000,RL,10004,AllPub,Norm,Norm,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,1516,GasA,TA,1516,3,1,TA,6,0,,472,TA,TA,0,,,,0
139950,RL,7875,AllPub,Norm,Norm,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,1144,GasA,Gd,1144,3,1,TA,6,0,,456,TA,TA,0,,GdWo,,0
128000,RL,9600,AllPub,Norm,Norm,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,TA,TA,CBlock,Gd,TA,1067,GasA,TA,1067,2,1,Gd,4,0,,436,TA,TA,0,,,,0
153500,RM,8100,AllPub,Norm,Norm,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,1559,GasA,Gd,1559,2,1,TA,5,0,,812,TA,TA,0,,GdWo,,0
100000,RM,1680,AllPub,Norm,Norm,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,483,GasA,TA,987,2,1,TA,5,0,,264,TA,TA,0,,,,0
144000,RL,9525,AllPub,Norm,Norm,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,1099,GasA,Ex,1099,3,1,Gd,6,0,,352,TA,TA,0,,,,0
130500,RL,11767,AllPub,Norm,Norm,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,768,GasA,Ex,1200,3,1,TA,6,0,,240,TA,TA,0,,,,0
140000,RH,12155,AllPub,Norm,Norm,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,672,GasA,TA,1482,4,1,Fa,7,0,,400,TA,TA,0,,,,0
157500,RM,10440,AllPub,Norm,Norm,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,650,GasA,Gd,1539,3,1,Gd,8,1,Po,686,Gd,TA,0,,,,0
174900,RL,9020,AllPub,Norm,Norm,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,1127,GasA,TA,1165,3,1,TA,6,0,,490,Gd,Gd,0,,GdPrv,,0
141000,RL,8000,AllPub,Artery,Norm,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,1800,GasA,Ex,1800,6,2,TA,10,0,,0,,,0,,,,0
153900,RM,12665,AllPub,Artery,Norm,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,876,GasA,Gd,1416,4,1,TA,7,1,Gd,720,TA,TA,0,,,,0
171000,RL,16647,AllPub,RRAe,Norm,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,1390,GasA,TA,1701,3,1,TA,6,2,TA,611,TA,TA,0,,,,0
213000,RL,9317,AllPub,Norm,Norm,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,740,GasA,Ex,1775,3,1,Gd,7,1,TA,425,TA,TA,0,,,,0
133500,RL,15523,AllPub,Norm,Norm,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,864,GasA,Ex,864,3,1,TA,5,1,Fa,338,TA,TA,0,,,,0
240000,RL,45600,AllPub,Norm,Norm,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,907,GasA,TA,2358,5,1,TA,10,1,Gd,360,Fa,TA,0,,,,0
187000,RL,9600,AllPub,Feedr,Norm,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,Gd,Gd,CBlock,TA,TA,528,GasA,Ex,1855,3,1,TA,7,1,TA,512,TA,TA,0,,,,0
